Name,NumCells,NumActive,NumInactive,FractionActive,FractionInactive,Parameters
A - 10(fld 26 wv Cy3 - Cy3),51,18,33,0.35294117647058826,0.6470588235294118,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 27 wv Cy3 - Cy3),54,16,38,0.2962962962962963,0.7037037037037037,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 28 wv Cy3 - Cy3),0,0,0,NaN,NaN,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 29 wv Cy3 - Cy3),12,2,10,0.16666666666666666,0.8333333333333334,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 30 wv Cy3 - Cy3),3,0,3,0.0,1.0,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 31 wv Cy3 - Cy3),6,4,2,0.6666666666666666,0.3333333333333333,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 32 wv Cy3 - Cy3),38,15,23,0.39473684210526316,0.6052631578947368,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 33 wv Cy3 - Cy3),53,7,46,0.1320754716981132,0.8679245283018868,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 34 wv Cy3 - Cy3),62,22,40,0.3548387096774194,0.6451612903225806,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 35 wv Cy3 - Cy3),0,0,0,NaN,NaN,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 36 wv Cy3 - Cy3),2,1,1,0.5,0.5,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 37 wv Cy3 - Cy3),4,1,3,0.25,0.75,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 38 wv Cy3 - Cy3),4,1,3,0.25,0.75,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 39 wv Cy3 - Cy3),37,8,29,0.21621621621621623,0.7837837837837838,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 40 wv Cy3 - Cy3),37,7,30,0.1891891891891892,0.8108108108108109,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 41 wv Cy3 - Cy3),42,14,28,0.3333333333333333,0.6666666666666666,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 42 wv Cy3 - Cy3),0,0,0,NaN,NaN,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 43 wv Cy3 - Cy3),9,6,3,0.6666666666666666,0.3333333333333333,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 44 wv Cy3 - Cy3),7,6,1,0.8571428571428571,0.14285714285714285,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 45 wv Cy3 - Cy3),12,4,8,0.3333333333333333,0.6666666666666666,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 46 wv Cy3 - Cy3),20,9,11,0.45,0.55,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 47 wv Cy3 - Cy3),55,18,37,0.32727272727272727,0.6727272727272727,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 48 wv Cy3 - Cy3),8,6,2,0.75,0.25,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
A - 10(fld 49 wv Cy3 - Cy3),0,0,0,NaN,NaN,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 01 wv Cy3 - Cy3),3,1,2,0.3333333333333333,0.6666666666666666,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 02 wv Cy3 - Cy3),1,1,0,1.0,0.0,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 03 wv Cy3 - Cy3),3,0,3,0.0,1.0,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 04 wv Cy3 - Cy3),3,0,3,0.0,1.0,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 05 wv Cy3 - Cy3),18,2,16,0.1111111111111111,0.8888888888888888,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 06 wv Cy3 - Cy3),25,1,24,0.04,0.96,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 07 wv Cy3 - Cy3),3,1,2,0.3333333333333333,0.6666666666666666,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 08 wv Cy3 - Cy3),6,0,6,0.0,1.0,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 09 wv Cy3 - Cy3),6,1,5,0.16666666666666666,0.8333333333333334,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 10 wv Cy3 - Cy3),5,1,4,0.2,0.8,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 11 wv Cy3 - Cy3),3,0,3,0.0,1.0,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 12 wv Cy3 - Cy3),10,0,10,0.0,1.0,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
B - 07(fld 13 wv Cy3 - Cy3),10,0,10,0.0,1.0,"{'min_thresh': 500, 'max_thresh': 10000, 'min_size': 200, 'mineccentricity': 0.4, 'minsolidity': 0.92}"
